Policy Number,Customer ID,Customer Name,Mobile Number,Email Id,Age,Gender,Marital Status,Dependents,Location,Occupation,Claims (3yrs),Claim Type,Online Activity,Service Calls,Current Insurance,Coverage,Premium (3yrs),Fraud
50870,859,Allison Hall,+1-228-936-7847x68632,richardsonkimberly@example.com,42,Male,Married,0,Lake Melissahaven,Commercial horticulturist,4,Health,Yes,2,No,Partial,4023,1
79082,824,Kevin Torres,(604)603-2144x9225,davidriley@example.net,44,Male,Single,4,Diaztown,Financial controller,3,Health,No,0,No,Partial,3066,0
60351,704,Diane Ward,641.340.3485,joelarnold@example.net,22,Male,Single,4,Ryanmouth,"Therapist, art",3,Auto,Yes,3,Yes,Partial,3812,0
81178,729,Jill Taylor,803-248-6508x3169,ucook@example.com,24,Female,Married,1,East Brian,Agricultural consultant,5,Home,Yes,3,No,Partial,3540,1
85697,288,Bruce Thomas,602-537-6022,ryanwilson@example.org,60,Male,Single,5,Sallyville,Environmental consultant,4,Home,No,1,No,Partial,3720,1
17354,979,Rebecca Hill,+1-296-730-5571x4233,heathergarcia@example.com,66,Female,Married,0,Vanceview,Occupational psychologist,2,Auto,Yes,3,Yes,Partial,2027,0
49662,993,Craig Kirk,+1-612-914-8286,burkerebecca@example.org,29,Female,Single,2,North Melanie,"Engineer, electronics",0,Auto,Yes,0,Yes,Full,2562,0
53973,401,Donna Foster,714.741.3305x33293,katie84@example.org,32,Male,Single,4,East Anaton,"Research officer, government",3,Auto,No,5,Yes,Full,3562,0
99134,624,Roger Ramos,819-643-9687,kevinmartinez@example.org,31,Female,Single,2,New Marisastad,Pensions consultant,3,Home,No,5,Yes,Partial,3691,1
84329,851,Stephen Allen,(350)554-2461x4629,jordancassandra@example.org,25,Female,Married,0,North Christopherborough,"Engineer, building services",4,Home,Yes,1,Yes,Full,3154,1
54962,822,Ronald Petersen,001-471-319-3080x58875,leemichael@example.net,34,Female,Married,2,North Philliptown,Armed forces operational officer,5,Home,Yes,0,No,Partial,2760,0
10485,585,Suzanne Yoder,001-469-308-9211x51475,rmeyers@example.com,53,Female,Single,4,Goodborough,Event organiser,4,Home,Yes,4,No,Full,2700,0
85762,283,Rita Leonard,916.804.8097x697,francisco56@example.com,50,Female,Married,4,Lindafurt,"Engineer, technical sales",2,Auto,Yes,5,Yes,Full,4272,0
24536,697,Jessica Perez,001-295-910-0641x759,ovillegas@example.org,59,Male,Single,3,Elizabethchester,"Scientist, research (maths)",5,Home,No,3,No,Partial,3430,1
34760,247,Jesse Stevens,676.514.9982,zchapman@example.org,52,Female,Married,4,West Matthew,Occupational psychologist,1,Health,Yes,4,Yes,Partial,4285,0
40115,932,Christine Fisher,(524)427-3722x165,shelia78@example.org,54,Male,Single,4,Angelatown,"Pilot, airline",0,Home,No,4,No,Full,1696,0
25833,596,Nathan Jones,237-773-4305,ggray@example.net,43,Female,Married,4,Lake Michaelborough,Community arts worker,5,Auto,No,2,Yes,Partial,4413,0
80151,444,Andrew Sanders,+1-273-520-4811x306,briannakent@example.net,63,Female,Married,5,Zunigamouth,Psychiatrist,0,Home,No,3,Yes,Full,3879,1
46250,287,James Baker,(621)786-4471x831,kelsey55@example.org,50,Male,Married,1,West Benjamin,"Nurse, mental health",5,Home,Yes,5,No,Full,2536,1
90892,332,Christine Patterson,555.744.5716x639,bellkatelyn@example.com,48,Female,Married,2,Brooksborough,Administrator,1,Health,No,4,No,Full,1504,1
11631,443,Tiffany Weaver,9442695972,phillip99@example.com,68,Female,Single,3,Melissaborough,Financial trader,0,Auto,Yes,3,No,Full,2000,0
92251,218,Douglas Davis,001-853-397-1523x494,petermoss@example.org,46,Male,Single,1,Robertmouth,"Therapist, music",4,Auto,Yes,2,No,Full,2496,0
71248,328,Andre Weiss,977.252.0235x862,matthewsalazar@example.net,35,Male,Married,4,Amystad,"Scientist, biomedical",0,Health,Yes,1,No,Full,4829,1
82246,660,Colleen Anderson,+1-739-993-1835x80623,scottwarren@example.com,62,Male,Married,5,North Benjaminside,Energy engineer,5,Home,Yes,2,No,Full,1949,1
32258,163,Ryan Wright,595.670.3504x042,anthonylee@example.net,35,Female,Single,3,Matthewshire,IT consultant,0,Auto,Yes,1,Yes,Full,4322,1
73536,121,Michael Spence,755.345.5856,angelaobrien@example.org,57,Male,Single,3,Victorview,"Administrator, Civil Service",3,Auto,Yes,3,No,Partial,4545,1
68382,272,Amanda Montgomery,8625481295,jasonmora@example.com,38,Female,Single,5,Gregorymouth,Comptroller,2,Home,Yes,1,No,Partial,1786,0
14788,398,Anna Williamson,693.774.2701,ganderson@example.org,50,Female,Single,2,New Andrewhaven,Retail buyer,2,Auto,No,1,No,Full,1487,0
15063,532,Erin Strong,500.506.7803x4066,rtaylor@example.org,28,Male,Single,4,New Krista,IT sales professional,2,Home,No,5,No,Full,2381,0
51527,684,Alicia Brown,(256)870-1686x4497,xmitchell@example.org,40,Male,Married,0,Port Sarah,"Geneticist, molecular",3,Auto,No,0,No,Full,1979,1
14096,313,James Wilson,474-462-8142,cosborn@example.net,41,Male,Single,4,New Josephport,Television production assistant,2,Home,No,3,No,Full,1423,1
45679,485,Mark Gibbs,702.795.8251x293,bryanthompson@example.com,67,Female,Single,5,Port Jill,Archivist,0,Home,No,3,No,Partial,4701,1
77812,925,Vickie Thompson,649.488.9404x6603,mary12@example.net,25,Male,Married,0,East James,Product designer,0,Auto,Yes,4,Yes,Partial,2691,0
88371,848,Ashley Mitchell,344-364-1301x65613,yhiggins@example.net,51,Male,Single,4,Andersonport,IT sales professional,3,Home,Yes,0,Yes,Partial,1284,1
38056,216,Jeffrey Scott,001-963-664-7464x42120,katiegarcia@example.net,62,Male,Married,1,East Terri,Clothing/textile technologist,3,Home,Yes,3,Yes,Partial,1302,0
45029,232,Valerie Huber,8545728645,kschwartz@example.com,65,Male,Single,2,East Lindafurt,"Scientist, biomedical",0,Home,Yes,4,No,Partial,4555,0
70091,247,David Hunt,440.640.2109,padillajustin@example.org,56,Female,Single,2,Port Robertastad,Computer games developer,1,Home,No,1,Yes,Partial,4962,1
11642,773,Eric Murphy,9356994145,evansderek@example.org,33,Female,Single,4,New Alanville,Optometrist,3,Auto,No,2,No,Partial,2135,1
55220,381,Jonathon Hartman,+1-528-499-9147,mperez@example.com,50,Male,Single,4,Andrewmouth,"Surveyor, building control",3,Auto,No,4,No,Full,1552,0
57962,840,William Gallagher,521-781-4080x9998,laneallison@example.org,38,Female,Single,3,North Cindy,"Presenter, broadcasting",3,Home,Yes,2,Yes,Full,1818,0
68136,362,Duane Shaw,645.813.5260x00425,pmarshall@example.net,48,Female,Married,3,Kingland,"Accountant, chartered certified",1,Health,No,0,Yes,Full,2103,1
85287,265,Amy Gonzalez,710.348.2544,robertonovak@example.com,54,Female,Married,4,South Samanthahaven,"Engineer, civil (consulting)",4,Auto,No,5,No,Partial,3705,1
64438,360,Kelli Green,001-601-999-4380x42025,chad31@example.com,65,Male,Married,3,Lyonsport,Land,3,Auto,No,2,No,Full,3842,0
53275,116,Amy Anderson,+1-522-654-0507x73928,wilsondaniel@example.org,23,Female,Married,3,Port Amberfurt,Homeopath,3,Health,No,5,No,Partial,2133,1
11232,657,Brandon Santos,8695203819,joe63@example.com,24,Female,Married,1,West Jessicaview,Hydrologist,5,Health,Yes,2,No,Full,4337,0
15119,556,Samuel Evans,(665)758-1217,kevin58@example.org,60,Male,Single,5,West Christopherland,"Clinical scientist, histocompatibility and immunogenetics",3,Health,Yes,3,Yes,Partial,4208,1
61031,385,Wesley Grimes,766.241.9921,michaelkane@example.org,67,Male,Married,0,North Katiehaven,"Teacher, special educational needs",2,Health,Yes,5,No,Partial,1178,1
74539,838,Mary Schwartz,797-527-6588x199,brownchristopher@example.org,62,Male,Married,3,East Michaelborough,"Teacher, music",0,Auto,Yes,1,No,Partial,4892,0
70758,108,Shawn Weber,(909)490-9706,coleryan@example.net,26,Male,Single,1,Danielshire,Charity fundraiser,1,Home,No,1,Yes,Partial,3001,1
31330,121,Stephanie Poole,001-950-267-4146x003,jacob93@example.com,36,Male,Married,4,East Sarah,Actor,4,Health,No,3,No,Full,2937,1
50496,150,David Vargas,(600)968-5781x119,dalton85@example.com,18,Male,Married,0,Heidiburgh,Photographer,3,Home,No,1,No,Partial,4497,0
30929,693,Jessica Mitchell,639-619-4621x5520,williamsemma@example.org,49,Female,Married,2,East Patrickmouth,Applications developer,0,Auto,Yes,3,No,Partial,4528,0
15804,818,Angela Warner,341.819.6205x24553,moorelarry@example.org,31,Male,Single,2,North Katieburgh,Quarry manager,5,Health,No,4,Yes,Partial,3720,1
69766,673,David Gordon,(814)568-6836,stephanierobertson@example.com,28,Female,Single,1,New Stephanie,Tree surgeon,3,Auto,No,4,No,Partial,4738,1
95457,464,Anita Spencer,(294)893-8102,jessica75@example.org,42,Male,Married,0,Andrewville,Fashion designer,5,Auto,No,4,No,Partial,4697,0
79345,339,Pamela Hill,(384)462-8195x58377,karenbrooks@example.org,48,Male,Single,4,Weavermouth,Personal assistant,5,Home,No,5,No,Full,2382,0
38085,899,Justin Barber,001-505-885-3536x854,johnsontara@example.com,45,Female,Married,3,South Jeffreyville,"Horticulturist, commercial",4,Health,Yes,5,Yes,Full,3820,1
40857,529,Zachary Adkins,(989)334-1921x35472,patricia24@example.com,33,Female,Single,3,West Davidton,Volunteer coordinator,5,Auto,Yes,5,Yes,Partial,1288,1
65600,902,Michelle Snow,(734)476-1140x106,john12@example.org,41,Female,Married,0,Jessicachester,Chief Technology Officer,3,Home,No,1,No,Full,3505,1
51201,786,James Stephens,(578)696-6928,jchoi@example.net,23,Male,Married,1,Fergusonfurt,Aeronautical engineer,3,Auto,No,1,No,Partial,2767,0
25060,925,Keith Martinez,877-754-8393,alexander21@example.net,70,Male,Single,3,Scottport,Counselling psychologist,5,Health,No,4,Yes,Partial,1619,1
77078,274,David Anderson,(713)552-2465,meaganhernandez@example.org,56,Male,Single,5,Lake Keithshire,Purchasing manager,5,Health,No,4,No,Partial,2745,1
32269,306,Adam Obrien,988.333.1034x412,ralph64@example.net,27,Female,Married,0,South Joshua,Radiation protection practitioner,5,Home,No,5,No,Full,1309,1
53853,711,Kimberly Rodriguez,001-531-289-1296x995,faith89@example.com,55,Female,Single,2,South Joshuafurt,Historic buildings inspector/conservation officer,1,Auto,Yes,1,Yes,Full,1629,0
73956,592,Rachel Riddle,(297)918-9878x87179,jparker@example.org,36,Female,Single,5,East Melissa,Veterinary surgeon,5,Health,Yes,1,Yes,Partial,1654,0
29656,860,Patrick Davis,8805979063,reidmatthew@example.com,23,Female,Single,3,East Christina,"Surveyor, commercial/residential",2,Health,No,2,Yes,Partial,1207,0
38627,250,Shane Fowler,480.662.6282,thorntoncalvin@example.com,25,Male,Married,2,Lake Russell,"Engineer, mining",5,Home,Yes,2,Yes,Full,1607,0
70729,173,Jessica Smith,+1-879-980-3974x19910,jessicaowens@example.net,32,Female,Married,4,Aliciabury,"Designer, blown glass/stained glass",1,Auto,No,3,Yes,Partial,3582,1
40666,816,Richard King,(323)933-1425x72924,woodkrystal@example.com,60,Female,Single,4,North Eddie,Secretary/administrator,3,Home,No,2,Yes,Full,3849,1
15126,292,Megan Cross,+1-457-238-6874x6339,laurathompson@example.org,42,Female,Married,1,South Luisfort,"Surveyor, mining",1,Health,No,5,Yes,Partial,2180,0
74223,883,Samantha Mosley,(563)677-4299,rosslinda@example.net,52,Female,Married,5,Foleymouth,"Engineer, control and instrumentation",2,Health,No,0,No,Full,3089,0
80620,416,Brian Mccarthy Jr.,310.225.6756x13242,mclaughlinalan@example.com,20,Female,Married,1,Michelleland,"Scientist, biomedical",0,Home,Yes,3,No,Full,2814,0
50997,881,Marcus Thompson,(263)507-5451x9697,paul29@example.org,31,Female,Married,5,South Deborahside,"Designer, blown glass/stained glass",2,Health,No,0,Yes,Partial,3722,0
42488,668,Shawn Johnson,7743393278,zjohnson@example.org,22,Female,Married,4,Grantville,Event organiser,1,Home,Yes,3,No,Partial,2449,0
52748,302,Meagan Yang,001-646-972-8569x490,kathleenmedina@example.org,37,Male,Married,1,Hughesfurt,Fisheries officer,5,Auto,No,2,Yes,Partial,1059,1
64824,289,Anne Lara,(675)629-8724,kwilliams@example.com,69,Male,Single,3,East Joshuaberg,Astronomer,1,Home,Yes,4,No,Partial,3677,1
87242,211,Richard Mccann Jr.,811.496.4539,marissarichards@example.com,24,Male,Single,2,Meyersburgh,Commissioning editor,2,Auto,Yes,5,No,Full,4584,0
96733,294,Robert Shea,+1-334-346-8391,luis87@example.org,61,Male,Single,1,Lake Stephanie,Social worker,5,Health,Yes,4,Yes,Partial,4055,1
66782,203,William Robinson,001-559-502-2583x7146,princephillip@example.com,69,Male,Single,3,Port Jasmine,Call centre manager,2,Health,Yes,2,Yes,Full,4993,1
91496,312,Karla Owens,+1-398-699-9236x916,pwong@example.net,37,Male,Married,3,South Johnbury,"Designer, furniture",5,Auto,Yes,5,Yes,Full,4567,0
28461,417,David Mendez,(750)340-8791,kelly10@example.com,51,Female,Married,4,West Karen,Archivist,1,Health,Yes,2,No,Partial,1800,1
67992,619,Mrs. Jamie Brown,882-877-6910x9618,sarah13@example.net,66,Female,Married,4,East Joy,Animal nutritionist,5,Auto,Yes,4,No,Partial,3541,0
24987,803,Yesenia Bray,001-333-790-9838x589,isaachughes@example.net,39,Male,Single,0,Port Zacharyside,Database administrator,1,Health,Yes,4,Yes,Full,2961,0
53837,434,Pamela Nelson,(453)243-2264x1522,bradleymegan@example.net,36,Male,Single,4,Grossshire,Biomedical scientist,5,Health,No,2,Yes,Full,2125,1
25413,716,Marvin White,(524)665-0672x37016,jacob03@example.com,39,Female,Single,1,Contrerasburgh,Drilling engineer,0,Health,No,0,No,Partial,4716,0
16965,288,Kim Gomez,+1-468-431-4886x92896,theresabrowning@example.net,42,Male,Single,0,Holtburgh,Equities trader,1,Auto,Yes,4,No,Full,1436,0
93352,251,Marcus Johnson,+1-879-318-8388x0985,millerpaul@example.com,63,Male,Married,5,West Joshua,"Geneticist, molecular",1,Home,No,3,Yes,Full,4836,1
29186,842,Jonathan Callahan,(237)995-3335x06876,ggentry@example.org,50,Female,Single,5,Robertburgh,Emergency planning/management officer,0,Auto,No,4,Yes,Partial,4311,1
17624,612,Melinda Mcdaniel,001-681-346-2375x316,mary22@example.net,31,Male,Single,1,New Edwardton,Broadcast engineer,5,Auto,Yes,3,No,Partial,2594,0
36761,704,Kerry Smith,637.350.2272x68595,jennifer96@example.com,47,Female,Single,4,South Janice,"Therapist, music",0,Home,No,1,Yes,Full,1384,1
99833,775,Brian Baker,207.707.0130x5665,warrenian@example.com,43,Male,Married,4,Port Tiffany,Optometrist,0,Auto,Yes,0,No,Partial,3554,0
76875,533,Danielle Hess,+1-239-900-0760x962,nhines@example.org,55,Male,Married,4,Brianburgh,Health service manager,0,Auto,No,1,Yes,Partial,3346,0
21037,399,Renee Williams MD,001-802-359-5154x30831,stacy33@example.org,21,Female,Single,1,North Jonathanborough,Computer games developer,2,Health,Yes,3,Yes,Partial,3880,1
36284,634,Bruce Kennedy,001-317-388-4453x41061,ehernandez@example.net,55,Male,Single,1,Lake Janet,Lobbyist,0,Home,Yes,0,No,Partial,1368,1
11194,613,Tina Meyer,001-226-361-0914x297,robinsonshelby@example.org,23,Female,Single,4,Adrienneview,"Engineer, maintenance",1,Health,Yes,1,Yes,Full,2009,1
22358,559,Maria Smith,001-365-938-0395x70967,yvelez@example.com,44,Male,Single,3,Lake Deniseborough,Administrator,5,Home,No,1,No,Partial,2641,1
66227,594,Jason Peterson,716.828.7551x18982,hhoover@example.com,70,Male,Single,1,East Paul,"Scientist, clinical (histocompatibility and immunogenetics)",2,Home,Yes,2,No,Partial,3946,1
41981,539,Angel Francis,+1-436-583-9574,kimberlytorres@example.org,59,Male,Married,2,South Renee,Further education lecturer,2,Home,No,2,Yes,Partial,3596,0
82344,709,Joshua Powell,(444)516-3196x08435,sheppardcatherine@example.com,59,Male,Single,2,Jonathanmouth,Careers information officer,5,Home,No,2,No,Partial,1155,0
43218,949,Robert Osborne,429.917.0943,eliu@example.net,55,Male,Married,0,Mistyhaven,"Scientist, clinical (histocompatibility and immunogenetics)",1,Home,No,5,Yes,Partial,4083,1
55327,941,David Evans,311.700.8713,alfredgalloway@example.org,56,Male,Married,2,Port Gilbertbury,"Engineer, land",2,Home,Yes,4,Yes,Full,3289,0
67903,111,Joseph Smith,985.861.8049,ortiznicole@example.net,36,Female,Single,2,New Susan,Emergency planning/management officer,3,Auto,Yes,3,Yes,Partial,3198,0
96345,233,Elizabeth Hickman,324-828-3297x63633,operez@example.com,36,Female,Single,5,West Laurashire,Publishing copy,0,Health,No,4,No,Partial,4430,1
33010,383,Erika Estrada,289-226-7069x796,shauncowan@example.com,63,Male,Married,2,South Megan,Audiological scientist,5,Health,Yes,0,No,Partial,2693,0
57247,110,Albert Mcknight,001-628-583-1724x11503,veronicamcgee@example.com,67,Female,Single,2,Tamaraberg,Chemical engineer,1,Home,Yes,5,Yes,Full,1179,1
78543,195,James Howell,001-526-629-8773x2076,turnerdiana@example.net,58,Female,Single,3,Port Julieville,"Psychologist, clinical",2,Health,No,2,Yes,Partial,3750,0
34432,809,Rebecca Young,+1-683-884-2297x429,michellewilson@example.com,32,Male,Single,5,New John,Cabin crew,5,Home,No,0,Yes,Partial,1535,0
37548,621,Meredith Hunter,554-697-9236,gina63@example.com,34,Male,Married,2,Lake Kathryn,Dietitian,4,Home,Yes,3,No,Partial,2505,0
80846,716,Theresa Harris,(208)762-8868x837,alejandro78@example.org,27,Male,Married,5,Andrewbury,Exercise physiologist,4,Health,Yes,2,Yes,Partial,1778,0
85566,182,Stephanie Nunez,+1-968-223-5488x198,matthew99@example.com,40,Female,Single,2,Andrewland,Proofreader,1,Home,Yes,0,No,Partial,2104,0
87637,538,Albert Jordan,214.545.8840,desireewaller@example.org,64,Female,Married,5,Melissaland,Catering manager,0,Health,Yes,1,Yes,Partial,1481,0
89489,888,Kenneth Andrews,+1-606-401-4112x56809,inorris@example.net,30,Female,Married,1,Davisshire,Child psychotherapist,1,Home,No,3,No,Partial,4837,0
84827,510,Gabriel Burns,944-429-0606,ashleyburch@example.org,20,Male,Married,3,North Dawnfurt,"Scientist, research (maths)",5,Home,No,4,No,Partial,3878,1
91655,338,John Jones,330-818-5408x51149,ftaylor@example.com,61,Male,Married,2,Rebeccastad,Community development worker,3,Auto,No,3,No,Partial,4891,0
86807,224,Melissa Nelson,970.284.6816,ufernandez@example.com,55,Male,Single,4,South Thomas,"Surveyor, mining",2,Auto,No,4,No,Partial,1452,1
23789,910,Alexandria Bauer,+1-240-853-9007x155,perezdouglas@example.com,29,Male,Single,4,West James,Arboriculturist,4,Health,No,4,Yes,Partial,4354,0
29723,548,Brandi Sampson,5256035570,qoconnor@example.org,24,Male,Married,2,North Virginiafort,Maintenance engineer,0,Health,Yes,0,Yes,Partial,2136,1
16850,961,Lance Gordon,001-547-366-0719x668,johnsonkelly@example.com,58,Female,Single,0,Lake Toddmouth,Volunteer coordinator,2,Home,Yes,3,Yes,Full,3676,0
88835,112,Edwin White,272.321.0081,lisadrake@example.com,50,Female,Single,2,Karenfort,Social researcher,0,Auto,Yes,2,Yes,Full,2494,0
59824,490,Chase Jones,001-766-943-7213x230,michael04@example.net,23,Female,Married,1,South Charlesberg,Local government officer,1,Auto,Yes,0,No,Full,1555,0
36550,856,Andrea Silva,978-708-0624x4966,gregory79@example.net,22,Male,Single,4,Smithburgh,"Psychologist, sport and exercise",3,Auto,Yes,2,No,Full,2121,1
44255,272,Meredith Ramos,7574473502,kennethnguyen@example.net,61,Female,Single,3,Lake Ashleychester,Analytical chemist,1,Auto,No,1,No,Full,3821,1
34780,181,Theresa Chapman,875.991.0416,fordmonica@example.net,26,Female,Single,3,West Amanda,Building surveyor,3,Home,No,0,No,Partial,3578,0
78965,354,Patricia Thomas,748.777.3615x8944,igeorge@example.org,66,Female,Single,2,Lake Julia,Scientific laboratory technician,4,Health,No,5,No,Full,4210,1
43887,238,Martin Dixon,387.738.8016,kevinmoore@example.org,44,Male,Married,1,East Christopherton,Occupational therapist,0,Home,Yes,2,Yes,Partial,3381,0
93003,130,Jay Adams,327-352-9601x907,emilynewton@example.com,20,Male,Married,2,Blackhaven,Careers information officer,4,Health,Yes,5,No,Partial,1962,0
34800,928,Rebecca Reyes,549.557.9369,nathanielmedina@example.org,21,Female,Single,3,Port Danieltown,Forest/woodland manager,1,Home,No,0,Yes,Full,4811,1
77854,296,Richard Delacruz,3025680647,jenniferbridges@example.org,67,Female,Married,1,Daniellemouth,"Programmer, multimedia",1,Auto,Yes,3,No,Partial,3299,1
30879,164,Stephanie Meadows,409.731.6839x0891,kleinsamuel@example.net,38,Male,Married,5,North Mary,"Research officer, political party",0,Home,No,0,No,Full,3357,0
83248,732,Samantha Perkins,(935)540-7760x893,xavier98@example.org,23,Female,Single,4,East Oscar,Commercial art gallery manager,2,Home,Yes,0,No,Partial,2259,1
